DATE,RAINFALL (mm),Max Temp (°C),Min Temp (°C),Mean Temp (°C),Soil Temp @ 50cm (°C) ,Sunshine Hours,Evaporation (mm)
8-May-2023,0.00,22.00,22.00,22.0,,4.70,4.00
9-May-2023,0.00,36.00,21.00,28.5,,5.10,2.80
10-May-2023,0.00,36.00,27.50,31.8,,3.30,2.90
11-May-2023,0.00,35.00,20.00,27.5,,4.40,2.70
12-May-2023,0.00,36.00,22.00,29.0,,4.20,3.00
13-May-2023,0.00,39.00,23.00,31.0,,3.70,3.20
14-May-2023,0.00,35.00,21.00,28.0,,5.30,4.10
15-May-2023,70.10,36.00,22.00,29.0,,4.10,4.60
16-May-2023,0.00,34.00,22.00,28.0,,3.70,4.70
17-May-2023,0.00,33.00,21.00,27.0,,5.10,4.50
18-May-2023,14.60,32.00,22.00,27.0,,4.20,3.90
19-May-2023,0.00,35.00,21.00,28.0,,4.70,4.20
20-May-2023,0.00,34.00,20.00,27.0,,5.60,2.60
21-May-2023,0.00,33.00,22.00,27.5,,6.10,2.70
22-May-2023,5.90,34.00,21.00,27.5,,4.20,2.50
23-May-2023,0.00,33.00,22.00,27.5,,3.30,3.30
24-May-2023,2.50,33.00,23.00,28.0,,4.50,3.00
25-May-2023,0.00,32.00,23.00,27.5,,4.30,2.90
26-May-2023,0.00,33.00,22.00,27.5,,3.50,2.10
27-May-2023,6.00,30.00,22.00,26.0,,1.00,1.10
28-May-2023,0.00,33.00,21.00,27.0,,3.30,2.70
29-May-2023,0.00,30.00,21.00,25.5,,4.10,3.40
30-May-2023,3.20,29.00,20.00,24.5,,2.60,2.50
31-May-2023,0.00,30.00,21.00,25.5,,3.10,2.90
1-Jun-2023,22.10,34.00,22.00,28.0,,2.30,1.50
2-Jun-2023,0.00,33.00,21.00,27.0,,4.30,2.30
3-Jun-2023,0.00,32.00,20.00,26.0,,3.70,3.30
4-Jun-2023,5.60,30.00,21.00,25.5,,4.30,2.80
5-Jun-2023,0.00,31.00,20.00,25.5,,3.90,3.30
6-Jun-2023,0.00,32.00,21.00,26.5,,4.30,3.20
7-Jun-2023,24.30,32.00,22.00,27.0,,5.30,3.60
8-Jun-2023,0.00,26.00,24.00,25.0,,2.10,2.00
9-Jun-2023,0.00,33.00,22.00,27.5,,3.30,2.70
10-Jun-2023,41.90,32.00,21.00,26.5,,4.50,3.30
11-Jun-2023,9.80,33.00,20.00,26.5,,3.60,2.80
12-Jun-2023,0.00,34.00,22.00,28.0,,2.80,2.60
13-Jun-2023,0.00,32.00,22.00,27.0,,4.10,3.70
14-Jun-2023,3.30,30.00,20.00,25.0,,5.20,4.10
15-Jun-2023,,26.00,21.00,23.5,,1.70,1.10
16-Jun-2023,10.30,26.00,21.00,23.5,,2.30,1.70
17-Jun-2023,8.60,28.00,20.00,24.0,,1.60,1.80
18-Jun-2023,43.10,29.00,22.00,25.5,,2.40,2.10
19-Jun-2023,0.00,30.00,22.00,26.0,,3.20,2.40
20-Jun-2023,0.00,31.00,21.00,26.0,,2.40,3.10
21-Jun-2023,7.00,30.00,21.00,25.5,,1.70,1.20
22-Jun-2023,0.00,29.00,20.00,24.5,,3.30,2.70
23-Jun-2023,0.00,30.00,21.00,25.5,,2.60,3.10
24-Jun-2023,32.50,31.00,22.00,26.5,,4.10,3.30
25-Jun-2023,0.00,31.00,21.00,26.0,,4.00,3.00
26-Jun-2023,0.00,33.00,21.00,27.0,,3.70,2.70
27-Jun-2023,8.80,32.00,21.00,26.5,,3.50,2.50
28-Jun-2023,0.00,31.00,20.00,25.5,,4.20,3.20
29-Jun-2023,0.00,30.00,22.00,26.0,,3.30,2.90
30-Jun-2023,0.00,31.00,22.00,26.5,,2.90,2.50
1-Jul-2023,,30.00,21.00,25.5,,3.40,2.20
2-Jul-2023,,31.00,22.00,26.5,,3.50,3.00
3-Jul-2023,,32.00,22.00,27.0,,3.10,2.30
4-Jul-2023,7.00,32.00,21.00,26.5,,3.20,2.90
5-Jul-2023,,30.00,20.00,25.0,,3.30,2.70
6-Jul-2023,,33.00,21.00,27.0,,3.40,3.30
7-Jul-2023,,31.00,22.00,26.5,,4.10,3.10
8-Jul-2023,6.50,28.00,21.00,24.5,,3.70,2.70
9-Jul-2023,33.70,30.00,21.00,25.5,,3.50,3.00
10-Jul-2023,,33.00,21.00,27.0,,4.20,3.10
11-Jul-2023,5.80,30.00,22.00,26.0,,3.90,2.70
12-Jul-2023,,29.00,21.00,25.0,,3.70,2.80
13-Jul-2023,21.30,30.00,21.00,25.5,,3.50,3.20
14-Jul-2023,,31.00,22.00,26.5,,4.20,2.50
15-Jul-2023,2.40,29.00,21.00,25.0,,3.60,2.60
16-Jul-2023,,27.00,20.00,23.5,,2.80,3.10
17-Jul-2023,6.70,26.00,21.00,23.5,,2.10,3.20
18-Jul-2023,8.30,31.00,22.00,26.5,,1.90,2.80
19-Jul-2023,,30.00,23.00,26.5,,2.70,3.10
20-Jul-2023,4.30,32.00,21.00,26.5,,3.20,3.30
21-Jul-2023,22.50,31.00,22.00,26.5,,2.60,2.60
22-Jul-2023,,30.00,20.00,25.0,,4.10,1.30
23-Jul-2023,11.30,29.00,21.00,25.0,,2.20,1.20
24-Jul-2023,,28.00,20.00,24.0,,2.30,1.90
25-Jul-2023,,27.00,21.00,24.0,,3.30,2.10
26-Jul-2023,11.50,30.00,21.00,25.5,,2.10,1.70
27-Jul-2023,,31.00,20.00,25.5,,1.70,1.30
28-Jul-2023,2.50,28.00,20.00,24.0,,1.60,1.40
29-Jul-2023,,26.00,21.00,23.5,,2.40,2.20
30-Jul-2023,5.30,27.00,20.00,23.5,,3.30,3.10
31-Jul-2023,,26.00,21.00,23.5,,2.70,2.40
1-Aug-2023,20.00,28.00,20.00,24.0,,0.90,2.10
2-Aug-2023,,27.00,21.00,24.0,,1.50,1.30
3-Aug-2023,0.80,29.00,20.00,24.5,,1.10,0.90
4-Aug-2023,,30.00,21.00,25.5,,1.70,1.50
5-Aug-2023,2.10,29.00,20.00,24.5,,1.90,1.70
6-Aug-2023,,28.00,21.00,24.5,,2.10,1.90
7-Aug-2023,,29.00,21.00,25.0,,1.80,1.30
8-Aug-2023,,31.00,20.00,25.5,,2.20,1.80
9-Aug-2023,,30.00,19.00,24.5,,2.30,2.10
10-Aug-2023,,31.00,21.00,26.0,,2.60,2.40
11-Aug-2023,,29.00,22.00,25.5,,2.70,1.60
12-Aug-2023,,30.00,21.00,25.5,,2.10,1.60
13-Aug-2023,,31.00,22.00,26.5,,1.80,1.30
14-Aug-2023,1.30,32.00,21.00,26.5,,1.20,0.50
15-Aug-2023,,29.00,21.00,25.0,,1.90,1.30
16-Aug-2023,,30.00,21.00,25.5,,2.60,2.30
17-Aug-2023,12.50,29.00,20.00,24.5,,4.10,3.30
18-Aug-2023,,29.00,21.00,25.0,,3.60,3.20
19-Aug-2023,,30.00,20.00,25.0,,2.10,1.80
20-Aug-2023,5.00,35.00,20.00,27.5,,2.30,2.00
21-Aug-2023,,36.00,21.00,28.5,,4.50,3.70
22-Aug-2023,,34.00,20.00,27.0,,3.30,2.70
23-Aug-2023,2.10,32.00,21.00,26.5,,3.70,3.10
24-Aug-2023,,34.00,22.00,28.0,,2.50,1.20
25-Aug-2023,,33.00,21.00,27.0,,2.30,1.60
26-Aug-2023,9.30,36.00,20.00,28.0,,3.10,1.90
27-Aug-2023,,35.00,22.00,28.5,,3.20,2.00
28-Aug-2023,,32.00,20.00,26.0,,2.50,2.10
29-Aug-2023,,30.00,21.00,25.5,,1.60,1.20
30-Aug-2023,3.30,31.00,22.00,26.5,,3.40,2.90
31-Aug-2023,,31.00,22.00,26.5,,2.80,1.10
1-Sep-2023,9.60,29.00,20.00,24.5,,2.60,2.20
2-Sep-2023,,28.00,21.00,24.5,,3.30,1.70
3-Sep-2023,15.30,30.00,22.00,26.0,,3.10,2.30
4-Sep-2023,,31.00,21.00,26.0,,3.30,2.80
5-Sep-2023,13.10,30.00,21.00,25.5,,2.40,1.90
6-Sep-2023,,31.00,19.00,25.0,,3.30,2.70
7-Sep-2023,,29.00,20.00,24.5,,4.30,3.20
8-Sep-2023,7.10,30.00,21.00,25.5,,2.10,2.20
9-Sep-2023,,30.00,20.00,25.0,,1.50,1.30
10-Sep-2023,,31.00,22.00,26.5,,2.60,2.10
11-Sep-2023,,34.00,21.00,27.5,,3.30,3.10
12-Sep-2023,31.10,33.00,20.00,26.5,,3.40,3.10
13-Sep-2023,7.50,32.00,21.00,26.5,,2.70,1.60
14-Sep-2023,,31.00,21.00,26.0,,3.30,2.40
15-Sep-2023,,32.00,20.00,26.0,,2.60,2.40
16-Sep-2023,4.40,32.00,21.00,26.5,,2.70,1.70
17-Sep-2023,,33.00,22.00,27.5,,4.40,2.40
18-Sep-2023,,33.00,22.00,27.5,,3.30,2.80
19-Sep-2023,4.30,31.00,21.00,26.0,,3.50,2.90
20-Sep-2023,,30.00,20.00,25.0,,3.20,3.10
21-Sep-2023,,32.00,22.00,27.0,,4.30,3.30
22-Sep-2023,37.60,33.00,21.00,27.0,,2.70,2.40
23-Sep-2023,,32.00,20.00,26.0,,3.30,2.40
24-Sep-2023,3.00,33.00,21.00,27.0,,3.10,2.50
25-Sep-2023,,31.00,22.00,26.5,,2.00,1.60
26-Sep-2023,,31.00,20.00,25.5,,3.30,2.30
27-Sep-2023,2.50,33.00,21.00,27.0,,2.90,2.50
28-Sep-2023,,34.00,21.50,27.8,,2.10,1.60
29-Sep-2023,,32.00,22.00,27.0,,3.30,2.10
30-Sep-2023,,31.00,20.00,25.5,,4.50,2.50
1-Oct-2023,7.30,33.00,23.00,28.0,,3.30,2.30
2-Oct-2023,,32.00,23.00,27.5,,2.90,2.70
3-Oct-2023,,33.00,21.00,27.0,,4.10,2.90
4-Oct-2023,26.50,31.00,20.00,25.5,,3.50,2.30
5-Oct-2023,,30.00,22.00,26.0,,2.70,2.50
6-Oct-2023,,33.00,22.00,27.5,,3.20,2.90
7-Oct-2023,35.50,32.00,21.00,26.5,,3.50,3.10
8-Oct-2023,,31.00,20.00,25.5,,3.30,2.70
9-Oct-2023,,34.00,23.00,28.5,,3.40,2.60
10-Oct-2023,,33.00,23.00,28.0,,5.30,2.90
11-Oct-2023,55.30,33.00,20.00,26.5,,3.30,2.70
12-Oct-2023,,32.00,21.00,26.5,,4.50,3.40
13-Oct-2023,29.60,31.00,22.00,26.5,,2.70,1.20
14-Oct-2023,,34.00,22.00,28.0,,4.30,3.30
15-Oct-2023,,33.00,21.00,27.0,,3.90,2.80
16-Oct-2023,3.70,34.00,22.00,28.0,,3.50,3.10
17-Oct-2023,,33.00,23.00,28.0,,3.60,2.70
18-Oct-2023,,33.00,21.00,27.0,,5.30,4.20
19-Oct-2023,,33.00,22.00,27.5,,4.80,3.70
20-Oct-2023,7.00,32.00,20.00,26.0,,3.30,3.10
21-Oct-2023,,33.00,21.00,27.0,,4.20,2.80
22-Oct-2023,,32.00,22.00,27.0,,2.70,2.40
23-Oct-2023,,34.00,22.50,28.3,,2.90,1.90
24-Oct-2023,13.30,33.00,21.00,27.0,,3.40,2.70
25-Oct-2023,,32.00,20.00,26.0,,5.70,3.30
26-Oct-2023,,34.00,22.00,28.0,,4.30,3.50
27-Oct-2023,,33.00,21.00,27.0,,3.70,2.70
28-Oct-2023,,32.00,21.00,26.5,,4.60,3.10
29-Oct-2023,,34.00,20.00,27.0,,5.40,3.80
30-Oct-2023,16.70,34.00,22.00,28.0,,6.20,4.10
31-Oct-2023,41.30,33.00,20.00,26.5,,6.30,4.30
1-Nov-2023,,29.00,20.00,24.5,,3.30,3.20
2-Nov-2023,7.30,30.00,21.00,25.5,,4.10,2.90
3-Nov-2023,,31.00,22.00,26.5,,2.80,2.00
4-Nov-2023,,30.00,21.00,25.5,,5.30,4.30
5-Nov-2023,11.10,29.00,20.00,24.5,,4.90,3.10
6-Nov-2023,17.90,30.00,26.00,28.0,,6.20,4.20
7-Nov-2023,6.50,29.00,20.00,24.5,,4.30,3.30
8-Nov-2023,,35.00,21.00,28.0,,5.50,3.60
9-Nov-2023,,34.00,22.00,28.0,,4.70,3.10
10-Nov-2023,,33.00,25.00,29.0,,4.50,3.20
11-Nov-2023,,34.00,24.00,29.0,,5.10,2.80
12-Nov-2023,,34.00,23.00,28.5,,3.90,3.30
13-Nov-2023,,33.00,23.00,28.0,,4.30,4.00
14-Nov-2023,,32.00,20.00,26.0,,4.60,3.80
15-Nov-2023,,33.00,21.00,27.0,,5.70,3.50
16-Nov-2023,,30.00,20.00,25.0,,5.20,2.90
17-Nov-2023,,31.00,21.00,26.0,,5.50,3.10
18-Nov-2023,,33.00,22.00,27.5,,4.90,4.10
19-Nov-2023,,34.00,23.00,28.5,,6.10,4.30
20-Nov-2023,,34.00,22.00,28.0,,5.30,4.20
21-Nov-2023,,33.00,23.00,28.0,,3.30,3.10
22-Nov-2023,,34.00,23.00,28.5,,5.40,4.20
23-Nov-2023,,33.00,24.00,28.5,,5.70,3.50
24-Nov-2023,,32.00,22.00,27.0,,4.80,4.50
25-Nov-2023,13.50,33.00,21.00,27.0,,6.30,4.40
26-Nov-2023,,34.00,22.00,28.0,,6.60,5.10
27-Nov-2023,,34.00,22.00,28.0,,7.10,5.20
28-Nov-2023,,33.00,21.00,27.0,,4.50,3.30
29-Nov-2023,,34.00,20.00,27.0,,3.70,4.10
30-Nov-2023,,32.00,22.00,27.0,,5.60,3.80
1-Dec-2023,,31.00,20.00,25.5,,5.40,3.90
2-Dec-2023,,33.00,21.00,27.0,,6.10,4.80
3-Dec-2023,,32.00,21.00,26.5,,4.30,4.50
4-Dec-2023,,31.00,22.00,26.5,,4.50,3.10
5-Dec-2023,,29.00,20.00,24.5,,5.50,4.20
6-Dec-2023,,30.00,21.00,25.5,,4.30,3.30
7-Dec-2023,,32.00,20.00,26.0,,6.20,4.80
8-Dec-2023,,33.00,20.00,26.5,,5.70,4.30
9-Dec-2023,,33.00,21.00,27.0,,6.40,4.40
10-Dec-2023,,34.00,22.00,28.0,,6.80,4.50
11-Dec-2023,,32.00,21.00,26.5,,5.30,3.30
12-Dec-2023,,33.00,22.00,27.5,,6.30,4.20
13-Dec-2023,,34.00,21.00,27.5,,4.30,2.60
14-Dec-2023,,33.00,20.00,26.5,,3.30,3.10
15-Dec-2023,,31.00,19.00,25.0,,5.60,2.70
16-Dec-2023,,29.00,21.00,25.0,,6.30,3.70
17-Dec-2023,,29.00,20.00,24.5,,5.10,4.00
18-Dec-2023,,28.00,19.00,23.5,,4.20,3.30
19-Dec-2023,,30.00,21.00,25.5,,3.30,2.60
20-Dec-2023,,29.00,20.00,24.5,,3.40,3.30
21-Dec-2023,,32.00,22.00,27.0,,5.30,2.90
22-Dec-2023,,32.00,21.00,26.5,,4.80,4.10
23-Dec-2023,,34.00,22.00,28.0,,4.40,3.70
24-Dec-2023,,33.00,21.00,27.0,,2.60,1.90
25-Dec-2023,,30.00,20.00,25.0,,3.10,2.90
26-Dec-2023,,29.00,20.00,24.5,,4.50,3.70
27-Dec-2023,,30.00,21.00,25.5,,4.20,3.40
28-Dec-2023,,31.00,22.00,26.5,,5.50,4.10
29-Dec-2023,,32.00,22.00,27.0,,5.70,3.80
30-Dec-2023,,32.00,21.00,26.5,,4.10,3.20
31-Dec-2023,,31.00,21.00,26.0,,3.80,2.90
